Original order,Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Investigator or Source,Date_propre
4123,1999.10.30.a,30-Oct-99,1999,USA,Florida,"Gulfstream Park beach, Palm Beach County","Shark bit 8"" chunk from swim fin",N,"C. Lambert, Palm Beach Post, 10/31/1999, p.3C",1999-10-30
4122,1999.10.20,20-Oct-99,1999,USA,Florida,"Pet Den, Satellite Beach, Brevard County",Lacerations to right hand & wrist,N,W. Schauman,1999-10-20
4121,1999.10.01,01-Oct-99,1999,USA,Hawaii,Old Kona Airport State Park,Right arm bitten,N,Star Bulletin,1999-10-01
4120,1999.09.29,29-Sep-99,1999,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",3 one-inch lacerations to sole of right foot,N,"S. Petersohn, GSAF",1999-09-29
4119,1999.09.24,24-Sep-99,1999,ITALY,Adriatic Sea,San Benedetto,No Injury to occupants,N,"Orlando Sentinel, 9/28/1999, p.A12",1999-09-24
4118,1999.09.16,Reported 16-Sep-1999,1999,USA,Florida,"Cape Canaveral, Brevard County",Thigh (posterior) bitten,N,"Evening News (Edinburgh, Scotland)",1999-09-16
4117,1999.09.10,10-Sep-99,1999,USA,South Carolina,"Isle of Palms, Charleston County",Toes lacerated,N,"C. Creswell, GSAF",1999-09-10
4116,1999.09.05,05-Sep-99,1999,USA,Florida,"Fort Pierce Inlet, St. Lucie County",Right foot bitten,N,"Orlando Sentinel, 9/8/1999, p.D3; Allen, p.65",1999-09-05
4115,1999.09.04.b,04-Sep-99,1999,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",Left knee nipped by captive shark PROVOKED INCIDENT,N,"K. Morelli, Tampa Tribune, 9/6/1999",1999-09-04
4114,1999.09.04.a,04-Sep-99,1999,USA,Florida,"Ponce Inlet, Volusia County",Right foot bitten,N,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/5/1999, p.7B ",1999-09-04
4113,1999.08.26,26-Aug-99,1999,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",3-inch laceration to right foot,N,"S. Petersohn, GSAF; Orlando Sentinel,  8/27/1999, p.D3; Miami Herald, 8/28/1999",1999-08-26
4112,1999.08.24,24-Aug-99,1999,USA,North Carolina,"Fort Fisher, New Hanover County",Foot injured,N,"Wilmington Star, 8/25/1999, C. Creswell, GSAF",1999-08-24
4111,1999.08.23,23-Aug-99,1999,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Lacerations to left leg,N,"Kwajalein Hourglass, 8/27/1999",1999-08-23
4110,1999.08.21,21-Aug-99,1999,USA,Florida,"Ponce Inlet, Volusia County",Small lacerations to right foot,N,"S. Petersohn, GSAF",1999-08-21
4109,1999.08.16,16-Aug-99,1999,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County","Ear lacerated, cuts on scalp, back, arm & shoulder",N,"Charlotte Observer, 8/18/1999, p.4C; J. Kennedy, ProQuest; Sun News (Myrtle Beach), 8/19/1999; Richmond Times Dispatch, 8/19/1999",1999-08-16
4108,1999.08.05.a,05-Aug-99,1999,USA,Florida,"New Smyrna Beach, Volusia County",Right ankle & heel  lacerated,N,"S. Petersohn, Orlando Sentinel, 8/6/1999; M.I. Johnson, Daytona Beach News Journal, 8/6/1999, p.3C ",1999-08-05
4107,1999.08.05,05-Aug-99,1999,BAHAMAS,Abaco Islands,Grand Cay,Right arm bitten,N,"South Florida Sun-Sentinel, 8/7/1999, p.1A; Palm Beach Post, 8/7/1999",1999-08-05
4106,1999.07.29,29-Jul-99,1999,SOUTH AFRICA,Western Cape Province,Kogebaai,Right thigh bitten,N,"A. Gifford, GSAF",1999-07-29
4105,1999.07.26,26-Jul-99,1999,USA,Florida,"Two miles off Key Colony Beach, Monroe County",Ankle bitten,N,"M.  Lynch; Miami Herald, 7/28/1999 ",1999-07-26
4104,1999.07.21,21-Jul-99,1999,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),Right thigh & buttock bitten,N,Star Bulletin,1999-07-21
4103,1999.07.15,15-Jul-99,1999,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),FATAL,Y,"A. Gifford, GSAF",1999-07-15
4102,1999.07.06,06-Jul-99,1999,USA,South Carolina,Charleston,Five cuts on his heel,N,Channel 9 News Charlotte,1999-07-06
4101,1999.07.04,04-Jul-99,1999,USA,Florida,"Pensacola  Beach, Escambia County",Lacerations knee to ankle,N,"Pensacola News Journal, 7/5/1999 ",1999-07-04
4100,1999.07.03,03-Jul-99,1999,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",Leg & board bitten,N,"A. Gifford, GSAF",1999-07-03
4099,1999.06.19,19-Jun-99,1999,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",9-inch gash in left foot,N,"Orlando Sentinel, 6/21/1999, p.B.3",1999-06-19
4098,1999.06.17,17-Jun-99,1999,USA,Florida,"South of Ponce Inlet, Volusia County",Right hand and wrist lacerated,N,"S. Petersohn, GSAF",1999-06-17
4097,1999.06.12,12-Jun-99,1999,USA,Florida,"Atlantiic Beach, Duval County",8-inch bite on calf,N,"Florida Times-Union, 6/13/1999",1999-06-12
4096,1999.06.09,09-Jun-99,1999,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",Knee lacerated,N,"Palm Beach Post, 6/10/1999",1999-06-09
4095,1999.05.29,29-May-99,1999,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula","FATAL, body not recovered",Y,J. Morris,1999-05-29
4094,1999.05.01,01-May-99,1999,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Leg & hands bitten,N,"P.M. Lopez, GSAF; O. Gadig; JC, 5/3/1999",1999-05-01
4093,1999.04.22,22-Apr-99,1999,MAURITIUS,Grand Baie,Pointe aux Canonniers,Thigh bitten,N,nc.,1999-04-22
4092,1999.04.11,11-Apr-99,1999,REUNION,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,FATAL,Y,G. Van Grevelynghe,1999-04-11
4091,1999.04.01,01-Apr-99,1999,USA,Florida,"Hobe Sound Beach, Palm Beach County",Ankle bitten,N,"Palm Beach Post, 4/1/1999",1999-04-01
4090,1999.03.18.R,Reported 18-Mar-1999 ,1999,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,No injury,N,"Southland Times, 3/18/1999",1999-03-18
4089,1999.03.18.b,18-Mar-99,1999,BRAZIL,Rio Grande de Norte,Atol das Rochas,Grabbed small shark & it bit him  PROVOKED INCIDENT,N,"internet, expedition ",1999-03-18
4088,1999.03.18.a,18-Mar-99,1999,USA,Hawaii,"Olowalu side of Lahina, Maui ","FATAL, arm bitten",Y,"L. Fujimoto; G. Kubota,  Star Bulletin",1999-03-18
4087,1999.03.14.b,14-Mar-99,1999,NEW CALEDONIA,Loyalty Islands,Ouvea,Multiple injuries,N,"W. Leander; Les Nouvelles Caledoniennes, 3/15/1999",1999-03-14
4086,1999.03.14.a,14-Mar-99,1999,NEW ZEALAND,nc.,nc.,Right thigh bitten PROVOKED INCIDENT,N,"C. Creswell, GSAF",1999-03-14
4085,1999.03.08,08-Mar-99,1999,USA,Hawaii,"Kealia Beach, Kaua'i",Bruised right leg,N,G. Balazs,1999-03-08
4084,1999.03.05,05-Mar-99,1999,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",Tissue removed knee to thigh,N,"S. Waterman, GSAF; L. Fujimoto; G. Kubota,  Star Bulletin",1999-03-05
4083,1999.02.26.R,26-Feb-99,1999,USA,North Carolina,Frying Pan Shoals,"No injury to occupants, boat sank after colliding with shark",N,"Wilmington Star, 2/26/1999, C. Creswell, GSAF",1999-02-26
4082,1999.02.23,23-Feb-99,1999,AUSTRALIA,New South Wales,Scotts Head,"Left hand & forearm bitten, board bitten",N,"Daily Telegraph, 2/24/1999, p.3; Orlando Sentinel, 2/24/1999, p.A10",1999-02-23
4081,1999.02.03,03-Feb-99,1999,USA,Florida,"Hobe Sound, Martin County",Left hand bitten,N,"The Palm Beach Post, 2/5/1999; St. Petersburg Times, 2/6/1999",1999-02-03
4080,1999.01.29,29-Jan-99,1999,MAURITIUS,nc.,Belle-Mare,Legs & torso injured,N,J.M. Langlois,1999-01-29
4079,1999.01.13, 13-Jan-1999,1999,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,"No Injury, ski bitten",N,The Citizen,1999-01-13
4078,1999.01.07,01-Jan-99,1999,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",No injury to occupant: boat lost,N,"The Dominion, 1/8/1999, p.3I",1999-01-07
4077,1999.01.03.R,Reported 03-Jan-1999,1999,AUSTRALIA,Northern Territory,Gulf of Carpenteria,"Cut foot, but injury caused by fishing line, not the shark",N,"Sunday Mail, 3/1/1999",1999-01-03
4076,1999.01.03,03-Jan-99,1999,REUNION,Saint-Leu,Pointe au Sel,FATAL,Y,G. Van Grevelynghe,1999-01-03
4075,1999.00.00.b,1999,1999,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",Heel lacerated,N,V. Van der Merwe,1999-00-00
4074,1999.00.00.a,1999,1999,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",Abrasions,N,nc.,1999-00-00
4073,1998.12.24,24-Dec-98,1998,USA,Florida,"Ormond Beach, Volusia County",Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT,N,"S. Petersohn, GSAF; Daytona Beach News Journal, 1/1/1999, p.6C; 9",1998-12-24
4072,1998.12.22,22-Dec-98,1998,AUSTRALIA,South Australia,Middleton Beach,2 puncture wounds in left leg,N,"The Advertiser, 12/23/1998, p.3; Daily Telegraph, 12/23/1998, p.17",1998-12-22
4071,1998.12.20.R,Reported 20-Dec-1998,1998,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Leg bitten,N,"G. Cliff, NSB; Sunday Times, 12/20/1998 ",1998-12-20
4070,1998.12.18,18-Dec-98,1998,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Right leg bitten,N,"Sunday Times, 12/20/1998",1998-12-18
4069,1998.12.15,15-Dec-98,1998,AUSTRALIA,South Australia,Middleton Beach,Leg injured,N,"Animal Attack Files, 12/19/1998",1998-12-15
4068,1998.11.21,21-Nov-98,1998,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",FATAL,Y,E. Ritter. GSAF,1998-11-21
4067,1998.11.14,14-Nov-98,1998,USA,Florida,"New Smyrna Beach, Volusia County",Right foot bitten,N,"S. Petersohn, GSAF; D. Catron, Orlando Sentinel, 11/19/1998, p.D1; Daytona Beach News Journal, 11/15/1998, p.4C",1998-11-14
4066,1998.11.11,11-Nov-98,1998,USA,Florida,"South Beach Park, Indian River County",Survived,N,press report,1998-11-11
4065,1998.11.05,05-Nov-98,1998,USA,Oregon,Winchester Bay,No injury,N,"R. Collier, pp.165-166",1998-11-05
4064,1998.11.02.b,02-Nov-98,1998,JAPAN,Southern Japan,460 miles off Iwakuni,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,"Deseret News, 11/3/1998, p.A7",1998-11-02
4063,1998.11.02.a,02-Nov-98,1998,BRAZIL,Pernambuco," Boa Viagem Beach, Recife","FATAL, left forearm severed",Y,O. Gadig & A. Xureb,1998-11-02
4062,1998.10.24,24-Oct-98,1998,USA,Florida,"Jupiter Beach, Palm Beach County",Minor lacerations on right ankle & foot,N,"Sun Sentinel. Fort Lauderdale, 10/25/1998, p.3B",1998-10-24
4061,1998.10.18,18-Oct-98,1998,SOUTH AFRICA,Eastern Cape Province,Glengariff,"No injury, surfboard bitten",N,"East London Daily Dispatch, 10/20/1998",1998-10-18
4060,1998.10.10,10-Oct-98,1998,USA,Florida,"Sebastian Inlet, Indian River County",Right hand bitten,N,"Sarasota Herald-Tribune, 10/13/1998 ",1998-10-10
4059,1998.10.04,04-Oct-98,1998,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Right leg bitten,N,"Folha de S.Paul, 6/10/1998",1998-10-04
4058,1998.10.01.b,01-Oct-98,1998,REUNION,Saint-Benoît,nc.,Survived,N,G. Van Grevelynghe,1998-10-01
4057,1998.10.01.a,01-Oct-98,1998,USA,Florida,"New Smyrna Beach, Volusia County",2 one-inch lacerations in left foot,N,S. Petersohn,1998-10-01
4056,1998.09.27,27-Sep-98,1998,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Puncture wounds to leg,N,"The Stuart (FL) News, 9/29/1998",1998-09-27
4055,1998.09.22,22-Sep-98,1998,USA,Florida,"New Smyrna Beach, Volusia County",Left arm lacerated,N,"S. Petersohn, GSAF",1998-09-22
4054,1998.09.16.R,Reported 16-Sep-1998,1998,SOUTH AFRICA,Eastern Cape Province,Kowie River,Laceration to right foot,N,"Daily Dispatch, 9/16/1998",1998-09-16
4053,1998.09.14,14-Sep-98,1998,USA,Florida,"Stuart Beach, Martin County",Right foot bitten,N,"P. Sheth, Fort Pierce Tribune, 9/15/1998",1998-09-14
4052,1998.09.00,Sep-98,1998,SENEGAL,Cap Vert Peninsula,Yoff Island,Bitten by harpooned shark PROVOKED INCIDENT,N,S. Trape,1998-09-00
4051,1998.08.30,30-Aug-98,1998,USA,Florida,"Ponce Inlet, Volusia County",Toes lacerated,N,"S. Petersohn, GSAF",1998-08-30
4050,1998.08.27,27-Aug-98,1998,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),"No injury; no attack, shark ate the bait hanging over the side of the boat",N,MEDSAF,1998-08-27
4049,1998.08.26,26-Aug-98,1998,USA,California,"Stinson Beach, Marin County","Thigh, buttocks & lower back lacerated",N,"R. Collier, pp.163-164      ",1998-08-26
4048,1998.08.23.R,Reported      23-Aug-1998,1998,USA,Virginia,Virginia Beach,Lacerations to left hand,N,Dan,1998-08-23
4047,1998.08.15,15-Aug-98,1998,BAHAMAS,Berry Islands,Ambergris Cay,Calf bitten,N,"E. Ritter, GSAF",1998-08-15
4046,1998.08.13,13-Aug-98,1998,USA,Florida,"Ponce Inlet, Volusia County",Left calf injured,N,"A. Buttigieg, GSAF",1998-08-13
4045,1998.08.12,12-Aug-98,1998,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",Lacerations to right shin  PROVOKED INCIDENT,N,"Daily Dispatch, 8/13/1998",1998-08-12
4044,1998.08.01.b,01-Aug-98,1998,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",Legs bitten,N,"Daily Record (Glasgow, Scotland), 8/3/1998",1998-08-01
4043,1998.08.01.a,01-Aug-98,1998,SOUTH AFRICA,Western Cape Province,Pringle Bay,Leg bitten,N,"Daily Record (Glasgow, Scotland), 8/3/1998",1998-08-01
4042,1998.07.26,26-Jul-98,1998,BRAZIL,Pernambuco,"Boa Viagem, Recife",Lacerations to left foot,N,JCOnline,1998-07-26
4041,1998.07.25,25-Jul-98,1998,USA,Florida,"New Smyrna Beach, Volusia County",Calf bitten,N,"S. Petersohn, GSAF; Orlando Sentinel, 7/24/1998 & 7/27/1998 ",1998-07-25
4040,1998.07.06.b,06-Jul-98,1998,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Right leg bitten,N,"A. Gifford, GSAF",1998-07-06
4039,1998.07.11,11-Jul-98,1998,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Knee bitten,N,"East London Daily Dispatch, 7/13/1998",1998-07-11
4038,1998.07.06.a,06-Jul-98,1998,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Right leg bitten,N,"A. Gifford, GSAF",1998-07-06
4037,1998.06.28.a,28-Jun-98,1998,AUSTRALIA,South Australia,South Neptune Island,"FATAL, left thigh and lower leg severely injured",Y,R.W. Byard,1998-06-28
4036,1998.06.22,22-Jun-98,1998,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London","FATAL, hands & calf bitten",Y,"A. Gifford, GSAF",1998-06-22
4035,1998.06.08,08-Jun-98,1998,USA,Florida,"Daytona Beach, Volusia County","2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N,"S. Petersohn, GSAF",1998-06-08
4034,1998.06.05,05-Jun-98,1998,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Survived,N,"A. Gifford, GSAF",1998-06-05
4033,1998.05.30,30-May-98,1998,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Minor laceration on foot,N,"A. Gifford, GSAF",1998-05-30
4032,1998.05.29.b,29-May-98,1998,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Right shoulder & arm bitten,N,"A. Gifford, GSAF",1998-05-29
4031,1998.05.29.a,29-May-98,1998,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Leg bitten,N,"A. Gifford, GSAF",1998-05-29
4030,1998.05.25,25-May-98,1998,USA,Florida,"New Smyrna Beach, Volusia County",4 lacerations on the sole of his right foot,N,"S. Petersohn, GSAF; Orlando Sentinel, 5/26/1998, p.C.3; Daytona Beach News Journal, 5/26/1998, p.2D",1998-05-25
4029,1998.05.16.c,16-May-98,1998,USA,Florida,"Pecks Lake, Martin County",Ankle & foot bitten,N,"The Stuart (FL) News, 5/17/1998",1998-05-16
4028,1998.05.16.b,16-May-98,1998,USA,Florida,"Walden Rocks, St. Lucie County",Left arm & wrist lacerated,N,"The Stuart (FL) News, 5/17/1998",1998-05-16
4027,1998.05.16.a,16-May-98,1998,SOUTH AFRICA,Western Cape Province,Keurbooms,"Lower legs bitten, foot severed",N,"A. Gifford, GSAF",1998-05-16
4026,1998.04.26,26-Apr-98,1998,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo","FATAL, torso & abdomen bitten, forearm severed",Y,"A. Gifford, GSAF",1998-04-26
4025,1998.04.21,21-Apr-98,1998,USA,Oregon,Gleneden Beach,Right thigh bitten,N,"R. Collier, pp.161-163",1998-04-21
4024,1998.04.17,17-Apr-98,1998,USA,Florida,"Marathon, Monroe County","He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N,"CNN; Orlando Sentinel, 4/18/1998, p.D7;   Tallahassee Democrat, 4/19/1998",1998-04-17
4023,1998.04.01,01-Apr-98,1998,BRAZIL,Pernambuco,"Boa Viagem, Recife",FATAL,Y,"JC, 4/2/1998",1998-04-01
4022,1998.04.00,Apr-98,1998,NEW CALEDONIA,nc.,Île de Sable,Calf bitten,N,W. Leander,1998-04-00
4021,1998.03.31,31-Mar-98,1998,USA,Florida,"Jensen Beach Park, Martin County",Heel lacerated,N,"The Stuart (FL) News, 4/1/1998",1998-03-31
4020,1998.03.15,15-Mar-98,1998,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Lower leg lacerated,N,C. Maxwell,1998-03-15
4019,1998.03.08.a,08-Mar-98,1998,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",6 puncture wounds to right calf,N,"Jupiter Courier, 3/11/1998",1998-03-08
4018,1998.02.23,23-Feb-98,1998,USA,Florida,"Jensen Beach, Martin County",Hands bitten,N,"Palm Beach Post, 2/24/1998",1998-02-23
4017,1998.01.28.R ,Reported 28-Jan-1998,1998,AUSTRALIA,New South Wales,Whale Beach,"Missing, thought to have been taken by a shark",Y,"Daily Telegraph, 1/28/1998.p.2",1998-01-28
4016,1998.01.28.a,Jan-98,1998,NEW CALEDONIA,South Province,l'Anse-Vata,"No injury, board bumped & fin damaged",N,"W. Leander, Les Nouvelles Caledoniennes, 1/301998",1998-01-28
4015,1998.01.25.b,25-Jan-98,1998,REUNION,Grand'Anse,nc.,FATAL,Y,G. Van Grevelynghe,1998-01-25
4014,1998.01.25.a,25-Jan-98,1998,SOUTH AFRICA,Eastern Cape Province,East London,Calf & foot lacerated,N,"A. Gifford, GSAF",1998-01-25
4013,1998.01.17,17-Jan-98,1998,AUSTRALIA,South Australia,Middleton Beach,20 punctures in right foot,N,"Sunday Mail (QLD), 1/18/1998, p.22; Hobart Mercury, 1/19/1998, p.41",1998-01-17
4012,1998.01.14,14-Jan-98,1998,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Leg bitten,N,"A. Gifford, GSAF ",1998-01-14
4011,1998.00.00.c,1998,1998,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,FATAL,Y,BL Meel / B. Myatt,1998-00-00
4010,1998.00.00.b,1998,1998,REUNION,Beaufonds,nc.,FATAL,Y,G. Van Grevelynghe,1998-00-00
4009,1998.00.00.a,1998,1998,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,N,"J. Musick,",1998-00-00
4008,1997.12.28.b,28-Dec-97,1997,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",FATAL,Y,"A. Gifford, GSAF",1997-12-28
4007,1997.12.28.a,28-Dec-97,1997,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Calf bitten,N,"A. Gifford, GSAF",1997-12-28
4006,1997.12.25.b,25-Dec-97,1997,USA,Florida,"Fort Lauderdale, Broward County","Ankle bitten, but shark involvement unconfirmed",N,"Miami Herald, 12/27/1997",1997-12-25
4005,1997.12.25.a,25-Dec-97,1997,USA,Florida,"Hollywood Beach, Broward County",Left leg gashed knee to ankle,N,"Orlando Sentinel, 12/27/1997, p.D.3; Globe Newspaper Company",1997-12-25
4004,1997.11.09,09-Nov-97,1997,AUSTRALIA,Western Australia,Albany,Left arm lacerated when shark grabbed scooter,N,"Daily Telegraph, 11/12/1997, p.5",1997-11-09
4003,1997.11.05.R,Reported 05-Nov-1997,1997,USA,Florida,nc.,Thigh bitten,N,"The Mirror (London), 11/5/1997",1997-11-05
4002,1997.11.05, 05-Nov-1997,1997,AUSTRALIA,New South Wales,Botany Bay?,5 m white shark obsrved feeding on remains 6 days later,Y,"Courier-Mail, 12/7/1998, p.3",1997-11-05
4001,1997.10.28.b,28-Oct-97,1997,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth","Sierakowski suffered a minor facial injury, ski bitten in half by shark",N,"Reuters Limited, et al",1997-10-28
4000,1997.10.28.a,28-Oct-97,1997,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island","Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",N,"Yahoo News Canada, 8/16/2012",1997-10-28
3999,1997.10.24,24-Oct-97,1997,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County","5"" gash in foot",N,"Fort Pierce News,  10/25/1997 & 10/31/1997",1997-10-24
3998,1997.10.21,21-Oct-97,1997,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Left foot bitten,N,"Fort Pierce News,  10/24/1997, p.A2",1997-10-21
3997,1997.10.11.R,Reported 11-Oct-1997,1997,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,"No injury, hooked shark bit their 4.8 m inflatable boat",N,"Daily Dispatch, 10/11/1997",1997-10-11
3996,1997.10.04,04-Oct-97,1997,USA,Florida,"Daytona Beach, Volusia County",Laceration & 3 puncture wounds to anterior right thigh,N,"S. Petersohn, GSAF; Orlando Sentinel, 10/5/1997, p.B.3; J. Bozzo; Daytona Beach News Journal, 10/6/1997, p.3D ",1997-10-04
3995,1997.09.16,16-Sep-97,1997,BRAZIL,Pernambuco,"Boa Viagem, Recife",FATAL,Y,JCOnline,1997-09-16
3994,1997.09.09,09-Sep-97,1997,USA,Florida,Volusia County  ,Laceration to right foot,N,"S. Petersohn, GSAF",1997-09-09
3993,1997.09.08,08-Sep-97,1997,USA,Florida,"New Smyrna Beach, Volusia County",2 small lacerations to bottom of foot,N,"Daytona News-Journal, 9/9/1997",1997-09-08
3992,1997.09.06,06-Sep-97,1997,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to lower left leg,N,"S. Petersohn, GSAF",1997-09-06
3991,1997.08.30,30-Aug-97,1997,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations on right ankle & heel,N,"S. Petersohn, GSAF",1997-08-30
3990,1997.08.27,27-Aug-97,1997,USA,Florida,"New Smyrna Beach, Volusia County","2"" laceration on left heel",N,"S. Petersohn, GSAF",1997-08-27
3989,1997.08.24,24-Aug-97,1997,USA,California,"Clam Beach, near Eureka, Humboldt County",Leg & hand bitten,N,"R. Collier, pp.159-160",1997-08-24
3988,1997.08.14.b,14-Aug-97,1997,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",FATAL,Y,"Charlotte Observer, 8/22/2997, p.7C & 8C; York Observer, 8/22/1997, p.2Y; UWSports.com",1997-08-14
3987,1997.08.14.a,14-Aug-97,1997,MEXICO,Quintana Roo,"Santa Rosa, Cozumel","FATAL, arm & leg severed",Y,"Charlotte Observer, 8/22/2997, p.7C & 8C; York Observer, 8/22/1997, p.2Y; UWSports.com",1997-08-14
